authid;authtypecode;main_heading;alt_heading;uri
37426;KOOPM_KEYW;Verona_Arena;;http://www.wikidata.org/entity/
37427;KOOPM_KEYW;Verona_Castillo;;http://www.wikidata.org/entity/
37428;KOOPM_KEYW;Verona_Dom;;http://www.wikidata.org/entity/
37429;KOOPM_KEYW;"Verona_Gran guardia";;http://www.wikidata.org/entity/
37430;KOOPM_KEYW;Verona_l'Arena;;http://www.wikidata.org/entity/
37431;KOOPM_KEYW;"Verona_Museo lapidario";;http://www.wikidata.org/entity/
37432;KOOPM_KEYW;"Verona_Palazzo bevilacqua";;http://www.wikidata.org/entity/
37433;KOOPM_KEYW;"Verona_Palazzo giusti";;http://www.wikidata.org/entity/
37434;KOOPM_KEYW;"Verona_Palazzo maffei";;http://www.wikidata.org/entity/
37435;KOOPM_KEYW;"Verona_Porta borsari";;http://www.wikidata.org/entity/
37436;KOOPM_KEYW;"Verona_Porta leone";;http://www.wikidata.org/entity/
37437;KOOPM_KEYW;"Verona_S. Anastasia";;http://www.wikidata.org/entity/
37438;KOOPM_KEYW;"Verona_S. Bernardino";;http://www.wikidata.org/entity/
37439;KOOPM_KEYW;"Verona_S. Eufemia";;http://www.wikidata.org/entity/
37440;KOOPM_KEYW;"Verona_S. Fermo";;http://www.wikidata.org/entity/
37441;KOOPM_KEYW;"Verona_S. Giorgio";;http://www.wikidata.org/entity/
37442;KOOPM_KEYW;"Verona_S. Giovanni in Fonte";;http://www.wikidata.org/entity/
37443;KOOPM_KEYW;"Verona_S. Giovanni in Valle";;http://www.wikidata.org/entity/
37444;KOOPM_KEYW;"Verona_S. Maria in organo";;http://www.wikidata.org/entity/
37445;KOOPM_KEYW;"Verona_S. Nazaro e Celsi";;http://www.wikidata.org/entity/
37446;KOOPM_KEYW;"Verona_S. Procolo";;http://www.wikidata.org/entity/
37447;KOOPM_KEYW;"Verona_S. Stefano";;http://www.wikidata.org/entity/
37448;KOOPM_KEYW;"Verona_S. Tommaso";;http://www.wikidata.org/entity/
37449;KOOPM_KEYW;"Verona_S. Zeno";;http://www.wikidata.org/entity/
37450;KOOPM_KEYW;"Verona_Storia letteraria";;http://www.wikidata.org/entity/
37451;KOOPM_KEYW;Verona_Teatro;;http://www.wikidata.org/entity/
37452;KOOPM_KEYW;"Verona_Teatro Filarmonico";;http://www.wikidata.org/entity/
37453;KOOPM_KEYW;"Verona_Teatro romano";;http://www.wikidata.org/entity/
37454;KOOPM_KEYW;"Veronese, P.";;http://www.wikidata.org/entity/
37455;KOOPM_KEYW;"Verpré, de";;http://www.wikidata.org/entity/
37456;KOOPM_KEYW;verrekijker;;http://www.wikidata.org/entity/
37457;KOOPM_KEYW;"Verrijt, B.";;http://www.wikidata.org/entity/
37458;KOOPM_KEYW;"Verrijt, J.B.";;http://www.wikidata.org/entity/Q1861227
37459;KOOPM_KEYW;Versailles;;http://www.wikidata.org/entity/Q621
37460;KOOPM_KEYW;"verschil [punt] en [keiltje]_artikulatie/notatie";;http://www.wikidata.org/entity/
37461;KOOPM_KEYW;"verschil bc bij koraal";;http://www.wikidata.org/entity/
37462;KOOPM_KEYW;"verschil bc goede/slechte zanger";;http://www.wikidata.org/entity/
37463;KOOPM_KEYW;"verschil bc-spel en componeren";;http://www.wikidata.org/entity/Q724321|http://www.wikidata.org/entity/Q1720648|http://www.wikidata.org/entity/Q11895763
37464;KOOPM_KEYW;"verschil dot and dagger";;http://www.wikidata.org/entity/
37465;KOOPM_KEYW;"verschil klavichord-fortepianospel";;http://www.wikidata.org/entity/
37466;KOOPM_KEYW;"verschil lengte voorslag vocaal-instr.";;http://www.wikidata.org/entity/
37467;KOOPM_KEYW;"verschil organist - klavecinist";;http://www.wikidata.org/entity/
37468;KOOPM_KEYW;"verschil orgel- en klavecimbelspel";;http://www.wikidata.org/entity/
37469;KOOPM_KEYW;"verschil orgel- klavecimbelspel";;http://www.wikidata.org/entity/
37470;KOOPM_KEYW;"verschil orgel-klavecimbelspel";;http://www.wikidata.org/entity/
37471;KOOPM_KEYW;"verschil orgel-piano-clavierspel";;http://www.wikidata.org/entity/
37472;KOOPM_KEYW;"verschil orgel-pianospel";;http://www.wikidata.org/entity/
37473;KOOPM_KEYW;"verschil solospel - orkestspel";;http://www.wikidata.org/entity/
37474;KOOPM_KEYW;"verschil triller en [mordentteken]";;http://www.wikidata.org/entity/
37475;KOOPM_KEYW;"verschil triller praller";;http://www.wikidata.org/entity/
37476;KOOPM_KEYW;"verschil zangtypen [stemtypen?]";;http://www.wikidata.org/entity/
37477;KOOPM_KEYW;"Verschuere Reynbaan, J. ";;http://www.wikidata.org/entity/
37478;KOOPM_KEYW;"Verschuere Reynvaan";;http://www.wikidata.org/entity/
37479;KOOPM_KEYW;"Verschuere Reynvaan, J.";;http://www.wikidata.org/entity/
37480;KOOPM_KEYW;"Verschuere Reynvaan, J. ";;http://www.wikidata.org/entity/
37481;KOOPM_KEYW;"Verschuere Reyvaen, J.";;http://www.wikidata.org/entity/
37482;KOOPM_KEYW;"Verschuere Rijnvaen";;http://www.wikidata.org/entity/
37483;KOOPM_KEYW;versetten;;http://www.wikidata.org/entity/
37484;KOOPM_KEYW;versieringen;;http://www.wikidata.org/entity/Q739589
37485;KOOPM_KEYW;"versieringen en recitatief";;http://www.wikidata.org/entity/Q202534|http://www.wikidata.org/entity/Q739589
37486;KOOPM_KEYW;"versieringen in bc";;http://www.wikidata.org/entity/Q724321|http://www.wikidata.org/entity/Q739589
37487;KOOPM_KEYW;"versieringen om te zingen";;http://www.wikidata.org/entity/Q27939|http://www.wikidata.org/entity/Q739589
37488;KOOPM_KEYW;"versieringsteken [dubbelslag of pral, golfje]";;http://www.wikidata.org/entity/Q739589|http://www.wikidata.org/entity/Q233861
37489;KOOPM_KEYW;"versieringsteken mordent [doorgestreept] = pral [niet doorgestreept]";;http://www.wikidata.org/entity/Q48811|http://www.wikidata.org/entity/Q233861
37490;KOOPM_KEYW;versieringstekens;;http://www.wikidata.org/entity/Q739589|http://www.wikidata.org/entity/Q233861
37491;KOOPM_KEYW;"versnellen van ribattuta";;http://www.wikidata.org/entity/
37492;KOOPM_KEYW;"versnellen van tempo van triller";;http://www.wikidata.org/entity/
37493;KOOPM_KEYW;"versnellen van triller";;http://www.wikidata.org/entity/
37494;KOOPM_KEYW;"versnelling tempo van triller";;http://www.wikidata.org/entity/
37495;KOOPM_KEYW;"versnelling van tempo triller";;http://www.wikidata.org/entity/
37496;KOOPM_KEYW;"versnelling van triller";;http://www.wikidata.org/entity/
37497;KOOPM_KEYW;"versnelling van triller etc.";;http://www.wikidata.org/entity/
37498;KOOPM_KEYW;"versnelling van vibrato";;http://www.wikidata.org/entity/
37499;KOOPM_KEYW;verstaanbaarheid;;http://www.wikidata.org/entity/
37500;KOOPM_KEYW;"Versteeg, N.";;http://www.wikidata.org/entity/
37501;KOOPM_KEYW;"verstemmen in MT stemming van klavecimbel";;http://www.wikidata.org/entity/
37502;KOOPM_KEYW;versvoeten;;http://www.wikidata.org/entity/Q482|http://www.wikidata.org/entity/Q30912615
37503;KOOPM_KEYW;vertalen;;http://www.wikidata.org/entity/Q7553
37504;KOOPM_KEYW;"vertalen van oratorium";;http://www.wikidata.org/entity/Q85477|http://www.wikidata.org/entity/Q7553
37505;KOOPM_KEYW;"vertaling uit 't Frans";;http://www.wikidata.org/entity/Q7553|http://www.wikidata.org/entity/Q150
37506;KOOPM_KEYW;"vertaling uit 't Nederlands";;http://www.wikidata.org/entity/Q7553|http://www.wikidata.org/entity/Q7411
37507;KOOPM_KEYW;vertalingen;;http://www.wikidata.org/entity/Q7553
37508;KOOPM_KEYW;"vertalingen uit Ned. dichtkunst";;http://www.wikidata.org/entity/Q7553|http://www.wikidata.org/entity/Q482|http://www.wikidata.org/entity/Q7411
37509;KOOPM_KEYW;vertillon;;http://www.wikidata.org/entity/
37510;KOOPM_KEYW;"vervangers in orkest";;http://www.wikidata.org/entity/
37511;KOOPM_KEYW;"verven van kleding etc. ";;http://www.wikidata.org/entity/
37512;KOOPM_KEYW;"vervolmaking v/d becijfering";;http://www.wikidata.org/entity/
37513;KOOPM_KEYW;verzamelaars;;http://www.wikidata.org/entity/Q208165
37514;KOOPM_KEYW;verzamelen;;http://www.wikidata.org/entity/Q208165
37515;KOOPM_KEYW;"verzamelen van orgeldisposities";;http://www.wikidata.org/entity/Q208165|http://www.wikidata.org/entity/Q1446290
37516;KOOPM_KEYW;"Verzijl, N.";;http://www.wikidata.org/entity/
37517;KOOPM_KEYW;vesper;;http://www.wikidata.org/entity/
37518;KOOPM_KEYW;vesperpsalmen;;http://www.wikidata.org/entity/
37519;KOOPM_KEYW;Vesuvius;;http://www.wikidata.org/entity/
37520;KOOPM_KEYW;"Vesuvius uitbarsting";;http://www.wikidata.org/entity/
37521;KOOPM_KEYW;Vesuvius_uitbarsting;;http://www.wikidata.org/entity/
37522;KOOPM_KEYW;Vetter;;http://www.wikidata.org/entity/
37523;KOOPM_KEYW;"Vetter, D.";;http://www.wikidata.org/entity/
37524;KOOPM_KEYW;"Vetter, J.P.";;http://www.wikidata.org/entity/
37525;KOOPM_KEYW;Viadana;;http://www.wikidata.org/entity/Q555930
37526;KOOPM_KEYW;"Viadana als uitvinder van bc";;http://www.wikidata.org/entity/Q555930|http://www.wikidata.org/entity/Q724321
37527;KOOPM_KEYW;"Viadana en bc spel";;http://www.wikidata.org/entity/Q555930|http://www.wikidata.org/entity/Q724321
37528;KOOPM_KEYW;"Viadana_uitvinder van bc";;http://www.wikidata.org/entity/Q555930|http://www.wikidata.org/entity/Q724321
37529;KOOPM_KEYW;"Viadana, L.";;http://www.wikidata.org/entity/Q555930
37530;KOOPM_KEYW;"Viadana, L. ";;http://www.wikidata.org/entity/Q555930
37531;KOOPM_KEYW;vibrato;;http://www.wikidata.org/entity/Q377435
37532;KOOPM_KEYW;"vibrato = portamento";;http://www.wikidata.org/entity/Q377435|http://www.wikidata.org/entity/Q263934
37533;KOOPM_KEYW;"vibrato_en klavecimbeldeksel";;http://www.wikidata.org/entity/
37534;KOOPM_KEYW;Vicentino;;http://www.wikidata.org/entity/Q944773
37535;KOOPM_KEYW;"Vicentino, N.";;http://www.wikidata.org/entity/Q944773
37536;KOOPM_KEYW;Vicentinus;;http://www.wikidata.org/entity/Q944773
37537;KOOPM_KEYW;Victoria;;http://www.wikidata.org/entity/Q215128
37538;KOOPM_KEYW;"Victoria, T.L. da";;http://www.wikidata.org/entity/Q215128
37539;KOOPM_KEYW;"vier jaargetijden";;http://www.wikidata.org/entity/
37540;KOOPM_KEYW;Vierling;;http://www.wikidata.org/entity/
37541;KOOPM_KEYW;"Vierling, J.G.";;http://www.wikidata.org/entity/
37542;KOOPM_KEYW;"Vieuxtemps, H.";;http://www.wikidata.org/entity/
37543;KOOPM_KEYW;Viéville;;http://www.wikidata.org/entity/
37544;KOOPM_KEYW;"Vignole, J.";;http://www.wikidata.org/entity/
37545;KOOPM_KEYW;vigoroso;;http://www.wikidata.org/entity/
37546;KOOPM_KEYW;"Viguole, J.";;http://www.wikidata.org/entity/
37547;KOOPM_KEYW;vihuela;;http://www.wikidata.org/entity/Q751884
37548;KOOPM_KEYW;vilanella;;http://www.wikidata.org/entity/Q2273147
37549;KOOPM_KEYW;villanella;;http://www.wikidata.org/entity/Q2273147
37550;KOOPM_KEYW;Villeneuve;;http://www.wikidata.org/entity/
37551;KOOPM_KEYW;"Villon, F.";;http://www.wikidata.org/entity/
37552;KOOPM_KEYW;"Vinacese, B.";;http://www.wikidata.org/entity/
37553;KOOPM_KEYW;Vincent;;http://www.wikidata.org/entity/
37554;KOOPM_KEYW;"Vincent, J.";;http://www.wikidata.org/entity/
37555;KOOPM_KEYW;"Vincent, T.";;http://www.wikidata.org/entity/
37556;KOOPM_KEYW;"Vincentino, N.";;http://www.wikidata.org/entity/Q944773
37557;KOOPM_KEYW;"Vincentius, D.";;http://www.wikidata.org/entity/
37558;KOOPM_KEYW;Vinci;;http://www.wikidata.org/entity/Q29577
37559;KOOPM_KEYW;"Vinci, L.";;http://www.wikidata.org/entity/Q29577
37560;KOOPM_KEYW;"Vinci, L. ";;http://www.wikidata.org/entity/Q29577
37562;KOOPM_KEYW;"Vinci, L. da ";;http://www.wikidata.org/entity/Q762
37563;KOOPM_KEYW;"Vinci, Leonardo da";;http://www.wikidata.org/entity/Q762
37564;KOOPM_KEYW;"Vinci, P.";;http://www.wikidata.org/entity/
37565;KOOPM_KEYW;vingerwisseling;;http://www.wikidata.org/entity/
37566;KOOPM_KEYW;"vingerwisseling bij toonherhaling";;http://www.wikidata.org/entity/
37567;KOOPM_KEYW;"vingerwisseling op één toets";;http://www.wikidata.org/entity/
37568;KOOPM_KEYW;vingerzetting;;http://www.wikidata.org/entity/Q608487
37569;KOOPM_KEYW;"vingerzetting ";;http://www.wikidata.org/entity/Q608487
37570;KOOPM_KEYW;"vingerzetting en vioolspel";;http://www.wikidata.org/entity/Q608487|http://www.wikidata.org/entity/Q8355
37571;KOOPM_KEYW;"vingerzetting_bij triller";;http://www.wikidata.org/entity/Q75859|http://www.wikidata.org/entity/Q608487
37572;KOOPM_KEYW;vingerzetting_oude;;http://www.wikidata.org/entity/
37573;KOOPM_KEYW;vingerzetting_tertsen;;http://www.wikidata.org/entity/
37574;KOOPM_KEYW;"Vinkeler, R.";;http://www.wikidata.org/entity/
37575;KOOPM_KEYW;"Vinkeles, R.";;http://www.wikidata.org/entity/
37576;KOOPM_KEYW;"Vinne, V. van der";;http://www.wikidata.org/entity/
37577;KOOPM_KEYW;"Vinoi, L.";;http://www.wikidata.org/entity/
37578;KOOPM_KEYW;viola;;http://www.wikidata.org/entity/
37579;KOOPM_KEYW;"viola bastarda";;http://www.wikidata.org/entity/
37580;KOOPM_KEYW;"viola d'amore";;http://www.wikidata.org/entity/Q742180
37581;KOOPM_KEYW;"viola d'amour";;http://www.wikidata.org/entity/Q742180
37582;KOOPM_KEYW;"viola da braccio";;http://www.wikidata.org/entity/
37583;KOOPM_KEYW;"viola da spala";;http://www.wikidata.org/entity/
37584;KOOPM_KEYW;"viola da spalla";;http://www.wikidata.org/entity/
37585;KOOPM_KEYW;"viola di bordone";;http://www.wikidata.org/entity/
37586;KOOPM_KEYW;"viola di spala";;http://www.wikidata.org/entity/
37587;KOOPM_KEYW;"viola pomposa";;http://www.wikidata.org/entity/Q595730
37588;KOOPM_KEYW;"Viola, A .de la";;http://www.wikidata.org/entity/
37589;KOOPM_KEYW;"Viola, A. della";;http://www.wikidata.org/entity/
37590;KOOPM_KEYW;"Viola, F.";;http://www.wikidata.org/entity/
37591;KOOPM_KEYW;"Viola, O. della";;http://www.wikidata.org/entity/
37592;KOOPM_KEYW;violet;;http://www.wikidata.org/entity/
37593;KOOPM_KEYW;violetta;;http://www.wikidata.org/entity/
37594;KOOPM_KEYW;"violino piccolo";;http://www.wikidata.org/entity/
37595;KOOPM_KEYW;"violino piccolo alla francese";;http://www.wikidata.org/entity/
37596;KOOPM_KEYW;"violino solo recitativo";;http://www.wikidata.org/entity/Q8355|http://www.wikidata.org/entity/Q202534
37597;KOOPM_KEYW;Viollet-le-Duc;;http://www.wikidata.org/entity/Q272912
37598;KOOPM_KEYW;violon;;http://www.wikidata.org/entity/Q8355
37599;KOOPM_KEYW;violoncello;;http://www.wikidata.org/entity/Q8371
37600;KOOPM_KEYW;violone;;http://www.wikidata.org/entity/Q667047
37601;KOOPM_KEYW;"violone en bc";;http://www.wikidata.org/entity/Q667047|http://www.wikidata.org/entity/Q724321
37602;KOOPM_KEYW;"violone grosso";;http://www.wikidata.org/entity/
37603;KOOPM_KEYW;"violone o ...";;http://www.wikidata.org/entity/Q617028|http://www.wikidata.org/entity/Q667047|http://www.wikidata.org/entity/Q2979
37604;KOOPM_KEYW;violone/contrabas;;http://www.wikidata.org/entity/Q667047|http://www.wikidata.org/entity/Q80019
37605;KOOPM_KEYW;viool;;http://www.wikidata.org/entity/Q8355
37606;KOOPM_KEYW;"viool vingerzetting";;http://www.wikidata.org/entity/Q8355|http://www.wikidata.org/entity/Q608487
37607;KOOPM_KEYW;"viool_drie spelers";;http://www.wikidata.org/entity/
37608;KOOPM_KEYW;"viool_muziek voor 1 viool en 3 spelers";;http://www.wikidata.org/entity/
37609;KOOPM_KEYW;"viool_prijs van ";;http://www.wikidata.org/entity/
37610;KOOPM_KEYW;"viool_twee spelers";;http://www.wikidata.org/entity/
37611;KOOPM_KEYW;"viool_vier spelers";;http://www.wikidata.org/entity/
37612;KOOPM_KEYW;vioolbouw;;http://www.wikidata.org/entity/
37613;KOOPM_KEYW;vioolcither;;http://www.wikidata.org/entity/
37614;KOOPM_KEYW;vioolconcerti;;http://www.wikidata.org/entity/Q8355|http://www.wikidata.org/entity/Q9748
37615;KOOPM_KEYW;vioolhouding;;http://www.wikidata.org/entity/Q8355|http://www.wikidata.org/entity/Q8514257
37616;KOOPM_KEYW;vioolhouding_kinpositie;;http://www.wikidata.org/entity/Q8355|http://www.wikidata.org/entity/Q8514257|http://www.wikidata.org/entity/Q82714
37617;KOOPM_KEYW;vioolsolist;;http://www.wikidata.org/entity/
37618;KOOPM_KEYW;vioolsolo;;http://www.wikidata.org/entity/
37619;KOOPM_KEYW;vioolspel;;http://www.wikidata.org/entity/
37620;KOOPM_KEYW;viooltechniek;;http://www.wikidata.org/entity/
37621;KOOPM_KEYW;Viotti;;http://www.wikidata.org/entity/Q313188
37622;KOOPM_KEYW;"Viotti, J.J.";;http://www.wikidata.org/entity/
37623;KOOPM_KEYW;Virbés;;http://www.wikidata.org/entity/
37624;KOOPM_KEYW;Virdung;;http://www.wikidata.org/entity/
37625;KOOPM_KEYW;"Virdung, S.";;http://www.wikidata.org/entity/Q65884
37626;KOOPM_KEYW;virelai;;http://www.wikidata.org/entity/
37627;KOOPM_KEYW;"virelai sur les Hollandois";;http://www.wikidata.org/entity/
37628;KOOPM_KEYW;Virgilius;;http://www.wikidata.org/entity/Q1398
37629;KOOPM_KEYW;virginaal;;http://www.wikidata.org/entity/Q922337
37630;KOOPM_KEYW;virtuoos;;http://www.wikidata.org/entity/Q214970
37631;KOOPM_KEYW;virtuositeit;;http://www.wikidata.org/entity/Q214970
37632;KOOPM_KEYW;"vis à vis";;http://www.wikidata.org/entity/
37633;KOOPM_KEYW;"Visle, R. de";;http://www.wikidata.org/entity/
37634;KOOPM_KEYW;"Visscher, Anna Roemer";;http://www.wikidata.org/entity/Q2342403
37635;KOOPM_KEYW;"Visscher, R.";;http://www.wikidata.org/entity/Q2384352
37636;KOOPM_KEYW;"Visscher, Tesselschade";;http://www.wikidata.org/entity/Q456072
37637;KOOPM_KEYW;"Vissemacher, W. v.";;http://www.wikidata.org/entity/
37638;KOOPM_KEYW;"vissen en muziek";;http://www.wikidata.org/entity/
37639;KOOPM_KEYW;"Visser, A.";;http://www.wikidata.org/entity/Q2342403
37640;KOOPM_KEYW;"Visser, Tesselschade";;http://www.wikidata.org/entity/Q456072
37641;KOOPM_KEYW;visvangst;;http://www.wikidata.org/entity/
37642;KOOPM_KEYW;Vitali;;http://www.wikidata.org/entity/
37643;KOOPM_KEYW;"Vitali, A.";;http://www.wikidata.org/entity/
37644;KOOPM_KEYW;"Vitali, F.";;http://www.wikidata.org/entity/Q3071924
37645;KOOPM_KEYW;Vitruvius;;http://www.wikidata.org/entity/Q47163
37646;KOOPM_KEYW;"Vitry, Ph. de";;http://www.wikidata.org/entity/Q311766
37647;KOOPM_KEYW;"Vittori, L.";;http://www.wikidata.org/entity/
37648;KOOPM_KEYW;Vittoria;;http://www.wikidata.org/entity/
37649;KOOPM_KEYW;"Vittoria, Cav. L. ";;http://www.wikidata.org/entity/
37650;KOOPM_KEYW;"Vittoria, da";;http://www.wikidata.org/entity/
37651;KOOPM_KEYW;"Vittoria, L. da";;http://www.wikidata.org/entity/
37652;KOOPM_KEYW;"Vittoria, L. de";;http://www.wikidata.org/entity/
37653;KOOPM_KEYW;vivace;;http://www.wikidata.org/entity/
37654;KOOPM_KEYW;Vivaldi;;http://www.wikidata.org/entity/Q1340
37655;KOOPM_KEYW;"Vivaldi_invloed op Graun";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q16578639|http://www.wikidata.org/entity/Q161208
37656;KOOPM_KEYW;"Vivaldi_invloed op Quantz";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q16578639|http://www.wikidata.org/entity/Q77212
37657;KOOPM_KEYW;Vivaldi_modulaties;;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q750240
37658;KOOPM_KEYW;"Vivaldi_Vier seizoenen";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q12016
37659;KOOPM_KEYW;"Vivaldi, A_Vier seizoenen";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q12016
37660;KOOPM_KEYW;"Vivaldi, A.";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q12016
37661;KOOPM_KEYW;"Vivaldi, A._in Nederland";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q29999
37662;KOOPM_KEYW;"Vivaldi, A._na dood";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q122761756|http://www.wikidata.org/entity/Q79030284|http://www.wikidata.org/entity/Q4
37663;KOOPM_KEYW;"Vivaldi, A._opera's in Venetië";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q1344|http://www.wikidata.org/entity/Q641
37664;KOOPM_KEYW;"Vivaldi, A._portret";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q134307
37665;KOOPM_KEYW;"Vivaldi, A._Vier seizoenen";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q12016
37666;KOOPM_KEYW;"Vivaldi, A._Vioolconcerto's";;http://www.wikidata.org/entity/Q1340|http://www.wikidata.org/entity/Q9748|http://www.wikidata.org/entity/Q8355
37667;KOOPM_KEYW;viz-a-viz;;http://www.wikidata.org/entity/
37668;KOOPM_KEYW;"Vizé, J. de";;http://www.wikidata.org/entity/
37669;KOOPM_KEYW;"Vlaamse invloed in Italie";;http://www.wikidata.org/entity/Q234|http://www.wikidata.org/entity/Q16578639|http://www.wikidata.org/entity/Q38
37670;KOOPM_KEYW;"Vlaamse scholen";;http://www.wikidata.org/entity/
37671;KOOPM_KEYW;"Vlaming, P.";;http://www.wikidata.org/entity/
37672;KOOPM_KEYW;"vlees eten";;http://www.wikidata.org/entity/
37673;KOOPM_KEYW;vlekken;;http://www.wikidata.org/entity/
37674;KOOPM_KEYW;Vlieger;;http://www.wikidata.org/entity/
37675;KOOPM_KEYW;vlo;;http://www.wikidata.org/entity/
37676;KOOPM_KEYW;vlooien;;http://www.wikidata.org/entity/
37677;KOOPM_KEYW;"voc.-instr. muziek";;http://www.wikidata.org/entity/Q685884|http://www.wikidata.org/entity/Q639197
37678;KOOPM_KEYW;"vocale - instrumentale muziek";;http://www.wikidata.org/entity/Q685884|http://www.wikidata.org/entity/Q639197
37679;KOOPM_KEYW;"vocale muziek";;http://www.wikidata.org/entity/Q685884
37680;KOOPM_KEYW;vocalises;;http://www.wikidata.org/entity/
37681;KOOPM_KEYW;"voce umana";;http://www.wikidata.org/entity/
37682;KOOPM_KEYW;"Vocke, J. A.";;http://www.wikidata.org/entity/Q55905333
37683;KOOPM_KEYW;Vockerodt;;http://www.wikidata.org/entity/
37684;KOOPM_KEYW;"Vockerodt, G.";;http://www.wikidata.org/entity/
37685;KOOPM_KEYW;"Vockerodt, J.A.";;http://www.wikidata.org/entity/
37686;KOOPM_KEYW;voedsel;;http://www.wikidata.org/entity/Q2095
37687;KOOPM_KEYW;"Voet, J.E.";;http://www.wikidata.org/entity/
37688;KOOPM_KEYW;Voetius;;http://www.wikidata.org/entity/
37689;KOOPM_KEYW;"Voetius, fam.+D.+G.";;http://www.wikidata.org/entity/
37690;KOOPM_KEYW;"Voetius, G.";;http://www.wikidata.org/entity/
37691;KOOPM_KEYW;"Voetius, P. en G";;http://www.wikidata.org/entity/
37692;KOOPM_KEYW;"voetzetting bij pedaal";;http://www.wikidata.org/entity/
37693;KOOPM_KEYW;"vogel als voorbeeld";;http://www.wikidata.org/entity/
37694;KOOPM_KEYW;vogel-imitatie;;http://www.wikidata.org/entity/Q5113|http://www.wikidata.org/entity/Q1049742
37695;KOOPM_KEYW;vogelmuziek;;http://www.wikidata.org/entity/Q5113
37696;KOOPM_KEYW;vogelprenten;;http://www.wikidata.org/entity/Q5113
37697;KOOPM_KEYW;"vogels en muziek";;http://www.wikidata.org/entity/Q5113
37698;KOOPM_KEYW;"vogels_en muziek";;http://www.wikidata.org/entity/Q5113
37699;KOOPM_KEYW;"Vogelsang / Spielerei op orgel";;http://www.wikidata.org/entity/Q5113|http://www.wikidata.org/entity/Q1446290
37700;KOOPM_KEYW;"Vogelweide, Walter van der";;http://www.wikidata.org/entity/
37701;KOOPM_KEYW;vogelzang;;http://www.wikidata.org/entity/Q5113|http://www.wikidata.org/entity/Q27939
37702;KOOPM_KEYW;"Vogler, Abbé";;http://www.wikidata.org/entity/Q708557
37703;KOOPM_KEYW;"Vogler, J. G.";;http://www.wikidata.org/entity/Q708557
37704;KOOPM_KEYW;"Vogt, M.";;http://www.wikidata.org/entity/
37705;KOOPM_KEYW;"Voigt, H.C.";;http://www.wikidata.org/entity/
37706;KOOPM_KEYW;Voigtländer;;http://www.wikidata.org/entity/Q1489760
37707;KOOPM_KEYW;"Voigtländer, G.";;http://www.wikidata.org/entity/Q1489760
37708;KOOPM_KEYW;"Vois, P. de";;http://www.wikidata.org/entity/
37709;KOOPM_KEYW;"Vois, P.A. de";;http://www.wikidata.org/entity/
37710;KOOPM_KEYW;"Vois, P.A. de ";;http://www.wikidata.org/entity/
37711;KOOPM_KEYW;"Voit, J.M.";;http://www.wikidata.org/entity/
37712;KOOPM_KEYW;Voiture;;http://www.wikidata.org/entity/Q729846
37713;KOOPM_KEYW;"Voiture, V.";;http://www.wikidata.org/entity/Q729846
37714;KOOPM_KEYW;"voix mixte";;http://www.wikidata.org/entity/
37715;KOOPM_KEYW;voix-mixte;;http://www.wikidata.org/entity/
37716;KOOPM_KEYW;"Völker, J.";;http://www.wikidata.org/entity/
37717;KOOPM_KEYW;volksmuziek;;http://www.wikidata.org/entity/
37718;KOOPM_KEYW;"volle werk (?)";;http://www.wikidata.org/entity/
37719;KOOPM_KEYW;"Vollenhove, J.";;http://www.wikidata.org/entity/Q37605835
37720;KOOPM_KEYW;Vollenhoven;;http://www.wikidata.org/entity/
37721;KOOPM_KEYW;volta;;http://www.wikidata.org/entity/
37722;KOOPM_KEYW;Voltaire;;http://www.wikidata.org/entity/Q9068
37723;KOOPM_KEYW;volte;;http://www.wikidata.org/entity/
37724;KOOPM_KEYW;volume;;http://www.wikidata.org/entity/Q622324
37725;KOOPM_KEYW;"volume van bc en gregoriaans";;http://www.wikidata.org/entity/
37726;KOOPM_KEYW;"volume van Engels klavecimbel";;http://www.wikidata.org/entity/Q21|http://www.wikidata.org/entity/Q81982|http://www.wikidata.org/entity/Q622324
37727;KOOPM_KEYW;Volumier;;http://www.wikidata.org/entity/
37728;KOOPM_KEYW;voluntary;;http://www.wikidata.org/entity/Q3247534
37729;KOOPM_KEYW;"voluntary en zijn gebruik";;http://www.wikidata.org/entity/Q3247534
37730;KOOPM_KEYW;"Von der Fortuna";;http://www.wikidata.org/entity/
37731;KOOPM_KEYW;"von der fortuna";;http://www.wikidata.org/entity/
37732;KOOPM_KEYW;Vondel;;http://www.wikidata.org/entity/Q312673
